identifier,uri,name,type,project,date,event,source,people
oscys.case.0368.004,http://earlywashingtondc.org/doc/oscys.case.0368.004,William v. Stephen Cantrell. Complaint,Civil (document),O Say Can You See,,oscys.caseid.0394,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002899;per.002900;per.002902;per.001523;per.002898;per.001531;per.002820
oscys.case.0178.002,http://earlywashingtondc.org/doc/oscys.case.0178.002,William Fenwick v. Lansing Tooker. Summons of Frederick Golding,Civil (document),O Say Can You See,1835-11-06,oscys.caseid.0180,"National Archives and Records Administration, Record Group 21, Entry 6, Box 543, Folder 648",per.001305;per.001306;per.000003;per.001307;per.000739;per.001308
oscys.case.0104.001,http://earlywashingtondc.org/doc/oscys.case.0104.001,Ann Bell v. Gerard T. Greenfield. Petition for Freedom,Civil (document),O Say Can You See,1836-12-24,oscys.caseid.0104,"National Archives and Records Administration, Record Group 21, Entry 6, Box 617, Folder 145",per.000772;per.000773;per.000774;per.000775;per.000757;per.000771;per.000003
oscys.case.0069.001,http://earlywashingtondc.org/doc/oscys.case.0069.001,Letty Brown v. John H. Lowe. Petition for Freedom,Civil (document),O Say Can You See,1825-07-16,oscys.caseid.0069,"National Archives and Records Administration, Record Group 21, Entry 6, Box 371, Folder 508",per.000587;per.000588;per.000589;per.000545;per.000585;per.000003;per.000586
oscys.case.0432.004,http://earlywashingtondc.org/doc/oscys.case.0432.004,Julia Roberts v. Austin L. Adams & Ann C. Harding. Affidavit of William L. Brent & Robert J. Brent,Civil (document),O Say Can You See,1840-10-13,oscys.caseid.0464,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003571;per.003572;per.003573;per.000737;per.000738;per.003577;per.003574;per.003575
oscys.case.0282.007,http://earlywashingtondc.org/doc/oscys.case.0282.007,Sarah H. Medulla v. Georgiana Munroe. Summons of Georgiana Munroe,Civil (document),O Say Can You See,1855-06-13,oscys.caseid.0280,"National Archives and Records Administration, Record Group 21, Entry 6, Box 796, Folder 165",per.002199;per.002200;per.002201;per.001842;per.000847;per.000004;per.001216;per.001841;per.000740
oscys.case.0306.006,http://earlywashingtondc.org/doc/oscys.case.0306.006,George Gray v. Stephen Howison. Summons of Stephen Howison,Civil (document),O Say Can You See,1858-02-16,oscys.caseid.0308,"National Archives and Records Administration, Record Group 21, Entry 6, Box 863, Folder 87",per.002343;per.002344;per.000851;per.000476;per.000761;per.001217;per.000740
oscys.case.0319.007,http://earlywashingtondc.org/doc/oscys.case.0319.007,Mary Lucinda Someby v. Samuel E. Douglass. Deposition of David A. Hall,Civil (document),O Say Can You See,1856-01-16,oscys.caseid.0320,"National Archives and Records Administration, Record Group 21, Entry 6, Box 852, Folder 50",per.002389;per.002390;per.000533;per.000740
oscys.case.0311.006,http://earlywashingtondc.org/doc/oscys.case.0311.006,Joseph Green v. Henry Green & Peter Wheeler. Summons of Henry Green & Peter Wheeler,Civil (document),O Say Can You See,1858-06-16,oscys.caseid.0313,"National Archives and Records Administration, Record Group 21, Entry 6, Box 874, Folder 121",per.002354;per.002355;per.002356;per.001913;per.000476;per.001217;per.000740
oscys.case.0179.009,http://earlywashingtondc.org/doc/oscys.case.0179.009,Moses Graham v. Richard B. Alexander. Frances Swann's Answers to Interrogatories,Civil (document),O Say Can You See,,oscys.caseid.0181,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.001342;per.001343;per.001347;per.001348;per.003694;per.001352;per.003673;per.001357
oscys.case.0063.006,http://earlywashingtondc.org/doc/oscys.case.0063.006,James Hutton v. William J. Belt. Charles W. Goldsborough to Richard S. Coxe,Civil (document),O Say Can You See,1825-06-06,oscys.caseid.0063,"National Archives and Records Administration, Record Group 21, Entry 6, Box 344, Folder 31",per.000559;per.000560;per.000496;per.000563;per.000001
oscys.case.0319.001,http://earlywashingtondc.org/doc/oscys.case.0319.001,Mary Lucinda Someby v. Samuel E. Douglass. Petition for Freedom,Civil (document),O Say Can You See,1854-10-14,oscys.caseid.0320,"National Archives and Records Administration, Record Group 21, Entry 6, Box 852, Folder 50",per.002389;per.002390;per.000533;per.002388
oscys.case.0030.001,http://earlywashingtondc.org/doc/oscys.case.0030.001,Violet v. Henry W. Ball. Summons of Henry W. Ball,Civil (document),O Say Can You See,1813-05-14,oscys.caseid.0030,"National Archives and Records Administration, Record Group 21, Entry 6, Box 69, Folder 209",per.000248;per.000249;per.000250;per.000232;per.000001;per.000237
oscys.case.0251.018,http://earlywashingtondc.org/doc/oscys.case.0251.018,Margaret Lewis v. Bridget McLaughlin. Summons of Bridget McLaughlin,Civil (document),O Say Can You See,1858-02-20,oscys.caseid.0252,"National Archives and Records Administration, Record Group 21, Entry 6, Box 863, Folder 110",per.001891;per.001892;per.001893;per.001894;per.001895;per.000751;per.000476;per.001217;per.000740
oscys.mdcase.0014.131,http://earlywashingtondc.org/doc/oscys.mdcase.0014.131,Elizabeth Butler v. Elizabeth McWilliams. Judgment Record,Civil (document),O Say Can You See,1792-10,oscys.caseid.0638,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-18",per.006644;per.006645;per.001514;per.001988;per.006305;per.006651;per.006503;per.004601;per.006413;per.006304;per.006650;per.006648;per.006303;per.006483;per.005302;per.001493;per.006647;per.006501;per.001507;per.006646;per.006488;per.006649
oscys.case.0300.002,http://earlywashingtondc.org/doc/oscys.case.0300.002,Druzilla King v. William Wilkinson. Summons of William Wilkinson,Civil (document),O Say Can You See,1854-08-07,oscys.caseid.0302,"National Archives and Records Administration, Record Group 21, Entry 6, Box 782, Folder 101",per.002279;per.002277;per.000751;per.002278;per.000004;per.001216;per.002276;per.000740
oscys.case.0305.009,http://earlywashingtondc.org/doc/oscys.case.0305.009,Charles Bell v. Luther Jones. Summons of Luther Jones,Civil (document),O Say Can You See,1859-01-27,oscys.caseid.0307,"National Archives and Records Administration, Record Group 21, Entry 6, Box 896, Folder 52",per.002339;per.002340;per.000829;per.002341;per.000476;per.001217;per.000740
oscys.case.0249.003,http://earlywashingtondc.org/doc/oscys.case.0249.003,Charlotte v. Tobias Watkins. Summons of Tobias Watkins,Civil (document),O Say Can You See,1822-08-26,oscys.caseid.0346,"National Archives and Records Administration, Record Group 21, Entry 6, Box 270, Folder 481",per.001885;per.001886;per.000460;per.000003;per.000004;per.000461
oscys.case.0239.001,http://earlywashingtondc.org/doc/oscys.case.0239.001,William Scott v. William H. Williams. Summons of William H. Williams,Civil (document),O Say Can You See,1848-02-19,oscys.caseid.0244,"National Archives and Records Administration, Record Group 21, Entry 6, Box 738, Folder 139",per.001837;per.001838;per.000003;per.000004;per.000739
oscys.case.0212.009,http://earlywashingtondc.org/doc/oscys.case.0212.009,Thomas Butler v. Gabriel Duvall. Deposition of Thomas M. Gossum,Civil (document),O Say Can You See,1831-04-01,oscys.caseid.0217,"National Archives and Records Administration, Record Group 21, Entry 6, Box 454, Folder 80",per.001385;per.001386;per.001387;per.001388;per.001389;per.001390;per.001391;per.001392;per.001393;per.000572;per.001394;per.001404;per.001405;per.001406;per.001399;per.001410;per.001402;per.001408;per.001409;per.001407
oscys.case.0120.001,http://earlywashingtondc.org/doc/oscys.case.0120.001,Elisa Wigle v. Henry Naylor. Petition for Freedom,Civil (document),O Say Can You See,1840-01-03,oscys.caseid.0120,"National Archives and Records Administration, Record Group 21, Entry 6, Box 648, Folder 83",per.000882;per.000883;per.000737;per.000738;per.000699;per.000881
oscys.case.0361.004,http://earlywashingtondc.org/doc/oscys.case.0361.004,Francis Bowling & Clarissa Gardiner v. Edward Simms. Jury Instructions,Civil (document),O Say Can You See,1841-12-15,oscys.caseid.0385,"National Archives and Records Administration, Record Group 21, Entry 6, Box 641, Folder 105/106",per.001241;per.001242;per.004400;per.004399;per.001238
oscys.case.0218.002,http://earlywashingtondc.org/doc/oscys.case.0218.002,"Fanny Blue v. John W. Williams, Mary S. Williams, & William S. Colquhoun. Summons of John W. Williams, Mary S. Williams, & William S. Colquhoun",Civil (document),O Say Can You See,1843-06-03,oscys.caseid.0223,"National Archives and Records Administration, Record Group 21, Entry 6, Box 690, Folder 91",per.001750;per.001745;per.001746;per.001747;per.000003;per.000004;per.000739
oscys.case.0281.022,http://earlywashingtondc.org/doc/oscys.case.0281.022,Milly Henderson v. William Sexsmith. Summons of William Sexsmith,Civil (document),O Say Can You See,1861-02-19,oscys.caseid.0279,"National Archives and Records Administration, Record Group 21, Entry 6, Box 949, Folder 109",per.002196;per.002197;per.002198;per.000476;per.001217;per.000740
oscys.case.0143.002,http://earlywashingtondc.org/doc/oscys.case.0143.002,Hester Johnson & Martha Bronson v. Priscilla & Basil E. Gant. Summons of Priscilla & Basil E. Gant,Civil (document),O Say Can You See,1847-06-22,oscys.caseid.0145,"National Archives and Records Administration, Record Group 21, Entry 6, Box 728, Folder 4",per.001128;per.001129;per.001130;per.001131;per.001132;per.000751;per.000003;per.000004;per.000739
oscys.case.0157.011,http://earlywashingtondc.org/doc/oscys.case.0157.011,Joseph v. Basil Hatton. Summons of Basil Hatton,Civil (document),O Say Can You See,1839-01-14,oscys.caseid.0159,"National Archives and Records Administration, Record Group 21, Entry 6, Box 602, Folder 122",per.001188;per.001189;per.000001;per.000003;per.000004;per.000739
oscys.case.0028.001,http://earlywashingtondc.org/doc/oscys.case.0028.001,Sally Henry v. Henry W. Ball. Petition for Freedom,Civil (document),O Say Can You See,1813-04-26,oscys.caseid.0028,"National Archives and Records Administration, Record Group 21, Entry 6, Box 55, Folder 255",per.000231;per.000232;per.000001;per.000003;per.000230
oscys.mdcase.0014.026,http://earlywashingtondc.org/doc/oscys.mdcase.0014.026,Anne Butler v. Mary Shervin. Summons of Mary Shervin,Civil (document),O Say Can You See,1790-12-07,oscys.caseid.0582,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-13",per.006407;per.006403;per.001393;per.002096;per.001493;per.002097
oscys.case.0236.008,http://earlywashingtondc.org/doc/oscys.case.0236.008,Mary Ann Williams v. Mary Massey. Summons of Mary Massey,Civil (document),O Say Can You See,1854-02-20,oscys.caseid.0241,"National Archives and Records Administration, Record Group 21, Entry 6, Box 776, Folder 143",per.001830;per.001831;per.000847;per.000004;per.001216;per.000740
oscys.case.0394.004,http://earlywashingtondc.org/doc/oscys.case.0394.004,Isaac Macol v. William H. S. Boswell. Order,Civil (document),O Say Can You See,,oscys.caseid.0419,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.003137;per.003138;per.002883
oscys.case.0271.003,http://earlywashingtondc.org/doc/oscys.case.0271.003,Nace Humphreys v. John Boswell. Summons of John Boswell,Civil (document),O Say Can You See,1823-05-14,oscys.caseid.0354,"National Archives and Records Administration, Box 298, Folder 38",per.002161;per.002162;per.000194;per.000001;per.000003;per.000004;per.000505;per.000461
oscys.case.0222.014,http://earlywashingtondc.org/doc/oscys.case.0222.014,William H. McKenney v. Isaac Buckingham. Summons of Isaac Buckingham,Civil (document),O Say Can You See,1853-08-02,oscys.caseid.0227,"National Archives and Records Administration, Record Group 21, Entry 6, Box 771, Folder 122",per.001762;per.001763;per.001366;per.001367;per.000004;per.001216;per.000740
oscys.mdcase.0014.012,http://earlywashingtondc.org/doc/oscys.mdcase.0014.012,Electius Butler v. Bennett Posey. Petition for Freedom,Civil (document),O Say Can You See,1790-10-21,oscys.caseid.0577,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-13",per.006395;per.006393;per.001393;per.006312;per.006394
oscys.case.0366.007,http://earlywashingtondc.org/doc/oscys.case.0366.007,Lucy Dickson v. Charles Slade. Defendant's Bill of Exceptions,Civil (document),O Say Can You See,,oscys.caseid.0392,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002877;per.002878;per.000004;per.001543;per.000063;per.002884;per.002885;per.002868;per.002874
oscys.case.0302.011,http://earlywashingtondc.org/doc/oscys.case.0302.011,Ann Kane v. Thomas Ogden. Summons of Thomas Ogden,Civil (document),O Say Can You See,1859-01-28,oscys.caseid.0304,"National Archives and Records Administration, Record Group 21, Entry 6, Box 896, Folder 86",per.002317;per.002318;per.000476;per.001217;per.000740
oscys.mdcase.0014.088,http://earlywashingtondc.org/doc/oscys.mdcase.0014.088,Ignatius Butler v. Joseph Simms. Judgment Record,Civil (document),O Say Can You See,1791-10,oscys.caseid.0595,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-16",per.006437;per.006438;per.001393;per.001495;per.006312;per.006398;per.006439;per.006399;per.001493;per.002097;per.004778
oscys.case.0036.005,http://earlywashingtondc.org/doc/oscys.case.0036.005,Joe Thompson v. Walter Clarke. Will of John Thompson,Civil (document),O Say Can You See,,oscys.caseid.0036,"National Archives and Records Administration, Record Group 21, Entry 6, Box 123, Folder 446",per.000284;per.000285;per.000286;per.000287;per.000295;per.000296;per.000297;per.000298;per.000299;per.000300;per.000301;per.000302;per.000303;per.000304;per.000305;per.000306;per.000307;per.000290;per.000289;per.000308;per.000309;per.000310;per.000311
oscys.case.0414.008,http://earlywashingtondc.org/doc/oscys.case.0414.008,Harriet Lemon v. Nehemiah Hicks. Summons of Nehemiah Hicks,Civil (document),O Say Can You See,1832-11-17,oscys.caseid.0441,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.001434;per.002624;per.002911;per.000502;per.000004;per.000122;per.002625
oscys.case.0197.005,http://earlywashingtondc.org/doc/oscys.case.0197.005,Nancy Robertson v. Alexander Waugh. Summons of Alexander Waugh,Civil (document),O Say Can You See,1834-05-06,oscys.caseid.0202,"National Archives and Records Administration, Record Group 21, Entry 6, Box 535, Folder 781",per.001647;per.001637;per.000464;per.000003;per.000004;per.000739
